,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,title_artist_id,isrc_track_id,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2759,Plain Jane,Plain Jane,A$AP Ferg,8/4/2017,USRC11701803,"2,752",26.8,"733,772,721","146,447","26,777,778",65.0,"251,008,598","3,281,866","1,638,742","86,025,556","707,393,379","4,519,334",104.0,362,28,13.0,"60,539",15.0,"98,462,005","71,224",,"7,570,376",,1,4dVpf9jZjcORqGTLUaeYj9,,4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11.0,-5.482,1.0,0.275,0.0651,0.0,0.087,0.52,170.142,audio_features,4dVpf9jZjcORqGTLUaeYj9,spotify:track:4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/tracks/4dVpf9jZjcORqGTLUaeYj9,https://api.spotify.com/v1/audio-analysis/4dVpf9jZjcORqGTLUaeYj9,173600.0,4.0
2760,ORANGE SODA,ORANGE SODA,Baby Keem,7/16/2019,QM6N21900076,"2,745",26.8,"676,690,653","183,862","33,470,385",73.0,"69,181,584","992,247","62,163","26,055,931","203,414,980","70,684",34.0,"9,442",3,8.0,"26,697",2.0,"12,499,559","25,352",,"1,211,769",,1,5FkoSXiJPKTNyYgALRJFhD,,5FkoSXiJPKTNyYgALRJFhD,0.83,0.564,1.0,-7.822,1.0,0.235,0.177,0.0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,spotify:track:5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/audio-analysis/5FkoSXiJPKTNyYgALRJFhD,129882.0,4.0
2761,Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,3/20/2021,USRC12003901,"2,753",26.8,"21,634,137","6,881","1,871,089",40.0,"1,198,045","19,492","4,857,888","200,277,564","1,553,141,547",,10.0,62,11,5.0,"12,192",,"670,016","1,356",,"282,245",,1,5caZgotE4D6elZpd5S4wlX,,5caZgotE4D6elZpd5S4wlX,0.903,0.785,1.0,-4.709,1.0,0.322,0.0245,0.0,0.0652,0.823,129.835,audio_features,5caZgotE4D6elZpd5S4wlX,spotify:track:5caZgotE4D6elZpd5S4wlX,https://api.spotify.com/v1/tracks/5caZgotE4D6elZpd5S4wlX,https://api.spotify.com/v1/audio-analysis/5caZgotE4D6elZpd5S4wlX,125580.0,4.0
2762,Righteous,Righteous,Juice WRLD,4/24/2020,USUG12000979,"2,749",26.8,"553,627,198","108,088","18,837,961",64.0,"293,505,196","3,213,599","79,391","5,994,142","43,552,260","48,193,048",32.0,298,31,12.0,"64,179",6.0,"36,471,765","20,123",,"672,702",,1,5dOxHHMOFAbG3VH23t0xNm,,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0.0,-7.426,1.0,0.0314,0.0417,0.0,0.129,0.225,142.948,audio_features,5dOxHHMOFAbG3VH23t0xNm,spotify:track:5dOxHHMOFAbG3VH23t0xNm,https://api.spotify.com/v1/tracks/5dOxHHMOFAbG3VH23t0xNm,https://api.spotify.com/v1/audio-analysis/5dOxHHMOFAbG3VH23t0xNm,242181.0,4.0
2763,Tï¿½ï¿½ ,Odisea,Ozuna,8/25/2017,USXDR1700551,"2,742",26.8,"500,508,660","31,360","12,078,276",68.0,"978,838,486","4,506,721","774,300","14,707,010","136,354,987","151,743,372",12.0,"5,291",65,2.0,"41,455",6.0,"167,609,560","68,009",,"1,325,578",,0,,5zSOVwaY3sVjnmLhuEfsuf,5zSOVwaY3sVjnmLhuEfsuf,0.748,0.565,7.0,-5.895,1.0,0.0476,0.164,0.00169,0.103,0.812,175.92,audio_features,5zSOVwaY3sVjnmLhuEfsuf,spotify:track:5zSOVwaY3sVjnmLhuEfsuf,https://api.spotify.com/v1/tracks/5zSOVwaY3sVjnmLhuEfsuf,https://api.spotify.com/v1/audio-analysis/5zSOVwaY3sVjnmLhuEfsuf,193227.0,4.0
2764,Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,7/1/2022,BXKG22200702,"2,748",26.8,"255,564,797","31,242","9,239,751",63.0,"264,486,017","1,523,924","46,722","23,505,507","183,685,728","173,994,448",,43,,23.0,"2,170,095",7.0,,,,,,1,1OZ4uv7OAP24Ix6j3vojLt,,1OZ4uv7OAP24Ix6j3vojLt,0.585,0.6,10.0,-7.008,0.0,0.436,0.117,0.0,0.0504,0.617,160.635,audio_features,1OZ4uv7OAP24Ix6j3vojLt,spotify:track:1OZ4uv7OAP24Ix6j3vojLt,https://api.spotify.com/v1/tracks/1OZ4uv7OAP24Ix6j3vojLt,https://api.spotify.com/v1/audio-analysis/1OZ4uv7OAP24Ix6j3vojLt,157500.0,4.0
2765,9mm,Memphis Cult Vol. 6,Memphis Cult,2/23/2023,UKEX32307199,"2,754",26.8,"157,826,873","34,124","27,264,746",4.0,"33,874,675","706,576",564,"43,560","587,731",,5.0,2,,1.0,"70,402",,,,"5,331,366","1,530,751",,1,3K5KXm1uZjiyQk0J7op1xf,,3K5KXm1uZjiyQk0J7op1xf,0.737,0.915,0.0,-2.749,1.0,0.0412,0.00322,2.58e-05,0.084,0.304,154.964,audio_features,3K5KXm1uZjiyQk0J7op1xf,spotify:track:3K5KXm1uZjiyQk0J7op1xf,https://api.spotify.com/v1/tracks/3K5KXm1uZjiyQk0J7op1xf,https://api.spotify.com/v1/audio-analysis/3K5KXm1uZjiyQk0J7op1xf,86710.0,4.0
2766,SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,8/30/2019,KRA401900098,"2,741",26.8,"6,197,708",428,"185,336",26.0,"1,100,441,738","18,179,095",492,"63,986","421,369","104,659,155",,4,,,,,"184,239","1,661",,"5,791",,0,40HHE2cHpWC3JajQytQUtD,,40HHE2cHpWC3JajQytQUtD,0.593,0.682,3.0,-6.755,0.0,0.287,0.0872,0.0,0.86,0.239,95.218,audio_features,40HHE2cHpWC3JajQytQUtD,spotify:track:40HHE2cHpWC3JajQytQUtD,https://api.spotify.com/v1/tracks/40HHE2cHpWC3JajQytQUtD,https://api.spotify.com/v1/audio-analysis/40HHE2cHpWC3JajQytQUtD,182868.0,4.0
2767,Envy Me,Envy Me,Calboy,9/13/2018,USHM91813257,"2,759",26.7,"492,873,992","86,600","11,849,689",58.0,"319,720,084","2,660,740","844,804","132,042,330","1,010,801,789","7,334,207",23.0,"44,994",106,13.0,"355,605",9.0,"170,122,692","172,630",,"2,325,132",,1,7rvyVWja33WG9R97oeJAjx,,7rvyVWja33WG9R97oeJAjx,0.74,0.488,1.0,-7.664,0.0,0.27,0.234,0.0,0.241,0.584,149.042,audio_features,7rvyVWja33WG9R97oeJAjx,spotify:track:7rvyVWja33WG9R97oeJAjx,https://api.spotify.com/v1/tracks/7rvyVWja33WG9R97oeJAjx,https://api.spotify.com/v1/audio-analysis/7rvyVWja33WG9R97oeJAjx,120133.0,4.0
2768,DEJA VU,DEJA VU,Luan Santana,12/7/2023,BR27R2300050,"2,762",26.7,"117,285,775","5,157","14,287,746",,"74,303,022","525,485",,,,"1,329,005,783",16.0,"2,808",,41.0,"10,451,762",17.0,,,,"79,791",,0,2IDf0IZ9dfw0uDYV2n1bJc,,2IDf0IZ9dfw0uDYV2n1bJc,0.572,0.573,8.0,-6.028,1.0,0.0596,0.195,0.0,0.0897,0.468,141.935,audio_features,2IDf0IZ9dfw0uDYV2n1bJc,spotify:track:2IDf0IZ9dfw0uDYV2n1bJc,https://api.spotify.com/v1/tracks/2IDf0IZ9dfw0uDYV2n1bJc,https://api.spotify.com/v1/audio-analysis/2IDf0IZ9dfw0uDYV2n1bJc,199827.0,4.0
2769,Gï¿½ï¿½r,Gï¿½ï¿½r Bak - Si,Fatih Bulut,3/8/2024,TRBIY2400022,"2,770",26.7,"11,315,262",557,"765,288",,"53,172,804","172,426",,,,"83,084,501",2.0,,,1.0,"1,566,667",,,,,"94,321",,0,3zKZgTwjF2MPr9HYgD8Mr0,,3zKZgTwjF2MPr9HYgD8Mr0,0.644,0.921,6.0,-5.147,0.0,0.0523,0.371,0.0211,0.596,0.188,127.028,audio_features,3zKZgTwjF2MPr9HYgD8Mr0,spotify:track:3zKZgTwjF2MPr9HYgD8Mr0,https://api.spotify.com/v1/tracks/3zKZgTwjF2MPr9HYgD8Mr0,https://api.spotify.com/v1/audio-analysis/3zKZgTwjF2MPr9HYgD8Mr0,224356.0,4.0
2770,vendetta!,vendetta!,MUPP,5/20/2022,QM4TX2285434,"2,773",26.7,"317,919,778","77,387","27,153,082",68.0,"51,618,223","617,981","11,600","6,821,906","60,936,894","28,998,158",17.0,,,3.0,"91,280",,"3,261,038","2,540",,"825,474",,1,5Sk39LuvdwuvL84jD01Dum,,5Sk39LuvdwuvL84jD01Dum,0.706,0.91,1.0,-3.527,1.0,0.146,0.175,2e-06,0.11,0.667,126.007,audio_features,5Sk39LuvdwuvL84jD01Dum,spotify:track:5Sk39LuvdwuvL84jD01Dum,https://api.spotify.com/v1/tracks/5Sk39LuvdwuvL84jD01Dum,https://api.spotify.com/v1/audio-analysis/5Sk39LuvdwuvL84jD01Dum,107045.0,4.0
2771,Tï¿½ï¿½ OK (Re,Tï¿½ï¿½ OK (Remix) (feat. MC Kevin o Ch,DENNIS,8/3/2023,BRSME2301107,"2,775",26.7,"112,629,182","13,995","21,476,863",68.0,"45,525,215","604,580","367,300","37,624,994","569,736,479","21,091,552",16.0,"3,689",,43.0,"1,673,614",29.0,"5,997,084","1,423",,"488,961",,0,2mYdZXAWLJURZi5IyRCKfQ,,2mYdZXAWLJURZi5IyRCKfQ,0.625,0.812,4.0,-9.212,0.0,0.0526,0.00904,0.686,0.138,0.731,138.375,audio_features,2mYdZXAWLJURZi5IyRCKfQ,spotify:track:2mYdZXAWLJURZi5IyRCKfQ,https://api.spotify.com/v1/tracks/2mYdZXAWLJURZi5IyRCKfQ,https://api.spotify.com/v1/audio-analysis/2mYdZXAWLJURZi5IyRCKfQ,227347.0,4.0
2772,I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/2022,GBUM72205880,"2,756",26.7,"185,042,019","41,058","8,054,809",62.0,"35,977,202","482,490",923,"7,073,614","68,670,799","143,011,080",35.0,"78,838",189,19.0,"88,224",2.0,"1,099,976","1,460","1,809,877","958,912",,0,04zpnoSROKFTCfgkoPcZ5A,,04zpnoSROKFTCfgkoPcZ5A,0.518,0.64,1.0,-4.114,1.0,0.0401,0.348,0.0,0.0758,0.563,155.899,audio_features,04zpnoSROKFTCfgkoPcZ5A,spotify:track:04zpnoSROKFTCfgkoPcZ5A,https://api.spotify.com/v1/tracks/04zpnoSROKFTCfgkoPcZ5A,https://api.spotify.com/v1/audio-analysis/04zpnoSROKFTCfgkoPcZ5A,172547.0,4.0
2773,Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,8/1/2023,CAW112300241,"2,760",26.7,"97,989,585","11,146","3,310,108",63.0,"102,363,097","1,045,313",,,,,16.0,663,,1.0,117,19.0,"25,772",17,"2,727,014","157,502",,0,6ygiy70ujkNOYXM1tQuMNe,,6ygiy70ujkNOYXM1tQuMNe,0.756,0.664,1.0,-6.227,1.0,0.0851,0.0935,0.0,0.104,0.675,96.018,audio_features,6ygiy70ujkNOYXM1tQuMNe,spotify:track:6ygiy70ujkNOYXM1tQuMNe,https://api.spotify.com/v1/tracks/6ygiy70ujkNOYXM1tQuMNe,https://api.spotify.com/v1/audio-analysis/6ygiy70ujkNOYXM1tQuMNe,214750.0,4.0
2774,Untitled #13,Untitled #13,Glwzbll,4/4/2023,RUA1D2328942,"2,757",26.7,"32,244,050","12,908","2,414,592",58.0,"103,148,536","1,493,640","549,545","144,496,419","1,579,523,296",,1.0,1,,,,,,,"1,411,078","416,085",,0,3fC7BKJN66Tyq44x6Try2R,,3fC7BKJN66Tyq44x6Try2R,0.604,0.687,1.0,-11.612,1.0,0.222,0.221,0.946,0.117,0.254,180.058,audio_features,3fC7BKJN66Tyq44x6Try2R,spotify:track:3fC7BKJN66Tyq44x6Try2R,https://api.spotify.com/v1/tracks/3fC7BKJN66Tyq44x6Try2R,https://api.spotify.com/v1/audio-analysis/3fC7BKJN66Tyq44x6Try2R,192000.0,4.0
2775,El Belicï¿½,El Belicï¿½,Peso Pluma,2/4/2022,QMFMF2141501,"2,767",26.7,"254,275,891","27,949","5,762,358",64.0,"326,775,934","1,525,536","65,900","15,883,571","217,432,850","3,365,559",10.0,15,1,,,15.0,"25,341,310","7,579",,"488,932",,1,,5bU6rOWXTwagpjUcGp7I8N,5bU6rOWXTwagpjUcGp7I8N,0.409,0.713,8.0,-6.713,1.0,0.03,0.434,0.000719,0.206,0.725,97.029,audio_features,5bU6rOWXTwagpjUcGp7I8N,spotify:track:5bU6rOWXTwagpjUcGp7I8N,https://api.spotify.com/v1/tracks/5bU6rOWXTwagpjUcGp7I8N,https://api.spotify.com/v1/audio-analysis/5bU6rOWXTwagpjUcGp7I8N,214398.0,3.0
2776,imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12402541,"2,764",26.7,"88,244,010","2,659","8,584,946",,"7,381,186","96,742","5,844","1,925,300","14,644,000",,9.0,91,,1.0,"21,170",13.0,"1,597,647",490,,"32,559",,0,1kcwpPDQnqEqmezzXdJTCP,,1kcwpPDQnqEqmezzXdJTCP,0.784,0.391,9.0,-9.471,1.0,0.0633,0.608,0.0,0.252,0.15,110.007,audio_features,1kcwpPDQnqEqmezzXdJTCP,spotify:track:1kcwpPDQnqEqmezzXdJTCP,https://api.spotify.com/v1/tracks/1kcwpPDQnqEqmezzXdJTCP,https://api.spotify.com/v1/audio-analysis/1kcwpPDQnqEqmezzXdJTCP,222072.0,4.0
2777,Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),benny blanco,12/5/2018,USUM71820961,"2,772",26.7,"475,881,575","74,084","11,532,863",57.0,"40,942,190","516,795","11,387","3,941,871","41,147,911","1,118,318",24.0,232,,13.0,"40,167",,"65,695,069","80,691","67,874,316","710,406",,1,1KVczjazCcCCgM3gXXUl47,,1KVczjazCcCCgM3gXXUl47,0.612,0.601,8.0,-7.089,1.0,0.164,0.168,0.0,0.117,0.525,147.018,audio_features,1KVczjazCcCCgM3gXXUl47,spotify:track:1KVczjazCcCCgM3gXXUl47,https://api.spotify.com/v1/tracks/1KVczjazCcCCgM3gXXUl47,https://api.spotify.com/v1/audio-analysis/1KVczjazCcCCgM3gXXUl47,223543.0,4.0
2778,BANZAI!,BANZAI!,Kazuo,12/24/2022,JPWP02202338,"2,769",26.7,"118,164",91,607,10.0,"341,971,709","1,203,797",4,"2,599","20,739","8,732",,11,,,,,,,,,,1,3JfVOKTpHdfFo38DaxHL7X,,3JfVOKTpHdfFo38DaxHL7X,0.558,0.87,5.0,-8.296,1.0,0.128,0.00139,0.348,0.137,0.574,147.662,audio_features,3JfVOKTpHdfFo38DaxHL7X,spotify:track:3JfVOKTpHdfFo38DaxHL7X,https://api.spotify.com/v1/tracks/3JfVOKTpHdfFo38DaxHL7X,https://api.spotify.com/v1/audio-analysis/3JfVOKTpHdfFo38DaxHL7X,182432.0,4.0
2779,One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,6/21/2019,US6XF1800275,"2,763",26.7,"545,011,148","69,335","15,972,797",65.0,"312,775,703","3,080,420","134,588","17,058,045","170,167,441","261,719,017",75.0,"40,925",56,64.0,"349,555",28.0,"209,791,942","115,849",,"3,044,970",,0,7gZXCjAy6nxKCQWLEeX4LZ,,7gZXCjAy6nxKCQWLEeX4LZ,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,audio_features,7gZXCjAy6nxKCQWLEeX4LZ,spotify:track:7gZXCjAy6nxKCQWLEeX4LZ,https://api.spotify.com/v1/tracks/7gZXCjAy6nxKCQWLEeX4LZ,https://api.spotify.com/v1/audio-analysis/7gZXCjAy6nxKCQWLEeX4LZ,181824.0,4.0
2780,Wildest Dreams,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431379,"2,771",26.7,"964,058,806","102,916","33,415,141",70.0,"930,982,185","5,528,129","339,413","137,427,132","1,025,978,293","1,227,241,692",76.0,"5,572",150,9.0,"130,475",6.0,"450,171,421","240,224",,"5,306,715",,0,,59HjlYCeBsxdI0fcm3zglw,59HjlYCeBsxdI0fcm3zglw,0.554,0.666,8.0,-7.414,1.0,0.0747,0.0702,0.00593,0.106,0.472,140.056,audio_features,59HjlYCeBsxdI0fcm3zglw,spotify:track:59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,220440.0,4.0
2781,Calling For You (feat. 21 Savage),For All The Dogs,Drake,10/6/2023,USUG12306068,"2,758",26.7,"74,265,576","23,221","3,122,350",,,,,,,,6.0,"2,407",,5.0,"157,363",,"795,559",695,"3,639,035","163,845",,1,2nibvvDdAQkVraYP00z2RS,,2nibvvDdAQkVraYP00z2RS,0.571,0.55,0.0,-6.567,1.0,0.106,0.0548,0.0,0.179,0.104,120.947,audio_features,2nibvvDdAQkVraYP00z2RS,spotify:track:2nibvvDdAQkVraYP00z2RS,https://api.spotify.com/v1/tracks/2nibvvDdAQkVraYP00z2RS,https://api.spotify.com/v1/audio-analysis/2nibvvDdAQkVraYP00z2RS,285630.0,4.0
2782,Like That,WE DON'T TRUST YOU,Future,3/20/2024,USSM12402255,"2,774",26.7,"352,623,365",932,"622,889",,,,,,,,136.0,,,2.0,"126,445",,,,,,,0,2tudvzsrR56uom6smgOcSf,,2tudvzsrR56uom6smgOcSf,0.814,0.676,11.0,-4.67,0.0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,audio_features,2tudvzsrR56uom6smgOcSf,spotify:track:2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,267707.0,4.0
2783,What About Us,What About Us,P!nk,8/10/2017,USRC11701586,"2,765",26.7,"788,403,596","79,260","39,889,584",70.0,"508,358,793","3,107,893","38,617","22,964,606","215,488,504","97,454,332",117.0,"127,448",51,68.0,"904,824",34.0,"240,715,082","66,928",,"8,147,466",,0,0Qh38w01QRXK6KHIv0e3hb,,0Qh38w01QRXK6KHIv0e3hb,0.491,0.588,1.0,-6.177,1.0,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,audio_features,0Qh38w01QRXK6KHIv0e3hb,spotify:track:0Qh38w01QRXK6KHIv0e3hb,https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb,https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb,269600.0,4.0
2784,On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,1/1/2011,USUM71100721,"2,768",26.7,"456,241,170","89,265","34,214,641",69.0,"2,333,347,395","9,971,513","341,638","171,375,947","1,446,146,402","1,770,256,542",70.0,"4,150",48,51.0,"1,139,278",24.0,,,,"243,509",,0,3C0nOe05EIt1390bVABLyN,,3C0nOe05EIt1390bVABLyN,0.73,0.777,3.0,-5.194,0.0,0.0496,0.105,0.000486,0.0691,0.575,130.003,audio_features,3C0nOe05EIt1390bVABLyN,spotify:track:3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/audio-analysis/3C0nOe05EIt1390bVABLyN,284867.0,4.0
2785,Mentalitï¿,EP2,Baby Gang,6/17/2022,ITC6Q2200040,"2,761",26.7,"120,605,300","50,347","2,257,680",66.0,"116,373,773","1,063,920","316,335","18,244,859","261,974,228","33,886,375",6.0,157,,3.0,"6,160",8.0,,,,"1,812,780",,1,4EtfLspIYuHA8CG0BhFqhP,,4EtfLspIYuHA8CG0BhFqhP,0.234,0.14,3.0,-17.752,1.0,0.0375,0.723,0.0586,0.0825,0.106,85.927,audio_features,4EtfLspIYuHA8CG0BhFqhP,spotify:track:4EtfLspIYuHA8CG0BhFqhP,https://api.spotify.com/v1/tracks/4EtfLspIYuHA8CG0BhFqhP,https://api.spotify.com/v1/audio-analysis/4EtfLspIYuHA8CG0BhFqhP,156013.0,4.0
2786,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9/28/2018,USUG11801723,"2,766",26.7,"1,569,891,590","133,300","51,381,606",66.0,"384,590,913","3,935,031","592,538","46,194,014","530,240,861","103,487,881",,325,124,35.0,"44,351",70.0,,,,,,1,4w8niZpiMy6qz1mntFA5uM,,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,4w8niZpiMy6qz1mntFA5uM,spotify:track:4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,212500.0,4.0
2787,Captain Hook,Suga,Megan Thee Stallion,3/6/2020,QMCE32000098,"2,787",26.6,"199,063,354","27,343","10,046,715",59.0,"140,058,306","1,231,359","2,880,229","128,729,922","1,039,448,470","1,402,732",30.0,"1,605",50,9.0,"49,722",12.0,"56,991,073","64,313","14,093,735","692,819",,1,1E3VQQWFQAPJkXfYHjqWoI,,1E3VQQWFQAPJkXfYHjqWoI,0.863,0.633,10.0,-5.002,0.0,0.287,0.0118,0.0,0.285,0.545,163.991,audio_features,1E3VQQWFQAPJkXfYHjqWoI,spotify:track:1E3VQQWFQAPJkXfYHjqWoI,https://api.spotify.com/v1/tracks/1E3VQQWFQAPJkXfYHjqWoI,https://api.spotify.com/v1/audio-analysis/1E3VQQWFQAPJkXfYHjqWoI,176750.0,4.0
2788,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Djpaoremix,2/3/2023,QZDA42300052,"2,792",26.6,"134,274",70,"4,970",,"6,873,380","41,796","2,100,000","20,188,963","379,926,509",,,,,,,,,,,"3,926",,0,,4YeaipUXHMkFstDYkITCLM,4YeaipUXHMkFstDYkITCLM,0.81,0.886,6.0,-4.754,0.0,0.0374,0.302,0.917,0.06,0.712,130.762,audio_features,4YeaipUXHMkFstDYkITCLM,spotify:track:4YeaipUXHMkFstDYkITCLM,https://api.spotify.com/v1/tracks/4YeaipUXHMkFstDYkITCLM,https://api.spotify.com/v1/audio-analysis/4YeaipUXHMkFstDYkITCLM,178487.0,4.0
2789,I'll Be There,I'll Be There,Robin Schulz,10/13/2023,DEA622302401,"2,789",26.6,"21,067,560","4,684","9,704,010",,"8,446,909","70,328",,"253,568","3,385,213","33,125,935",21.0,"108,458",19,17.0,"5,754,915",12.0,"35,204",22,,"633,019",,0,0JwXH0xA7o7HUfVfyFh1H6,,0JwXH0xA7o7HUfVfyFh1H6,0.464,0.76,3.0,-6.187,0.0,0.0508,0.102,0.0,0.146,0.488,95.953,audio_features,0JwXH0xA7o7HUfVfyFh1H6,spotify:track:0JwXH0xA7o7HUfVfyFh1H6,https://api.spotify.com/v1/tracks/0JwXH0xA7o7HUfVfyFh1H6,https://api.spotify.com/v1/audio-analysis/0JwXH0xA7o7HUfVfyFh1H6,166632.0,4.0
2790,Heavy stunts (with Don Toliver),King tonka,Yeat,5/3/2024,USUM72405093,"2,777",26.6,"11,680,886","2,796","4,428,363",,,,,,,,4.0,26,2,,,9.0,"23,440",54,"1,125,902","28,986",,1,6aC3a6uYGxo2uTAmYPUI1d,,6aC3a6uYGxo2uTAmYPUI1d,0.803,0.431,10.0,-8.634,0.0,0.0617,0.00388,9.01e-05,0.101,0.141,145.037,audio_features,6aC3a6uYGxo2uTAmYPUI1d,spotify:track:6aC3a6uYGxo2uTAmYPUI1d,https://api.spotify.com/v1/tracks/6aC3a6uYGxo2uTAmYPUI1d,https://api.spotify.com/v1/audio-analysis/6aC3a6uYGxo2uTAmYPUI1d,205296.0,4.0
2791,Time Today,Time Today,Moneybagg Yo,2/3/2021,USUM72101019,"2,785",26.6,"191,071,471","61,218","9,916,175",65.0,"109,977,159","1,028,822","60,304","8,245,826","67,883,730","64,439,007",53.0,"144,521",676,8.0,"74,205",11.0,"147,467,680","30,372",,"1,381,684",,1,0YrKSfpvflYnLSBd4Jtu6J,,0YrKSfpvflYnLSBd4Jtu6J,0.912,0.608,1.0,-7.686,1.0,0.397,0.0458,0.0,0.248,0.327,136.994,audio_features,0YrKSfpvflYnLSBd4Jtu6J,spotify:track:0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/tracks/0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/audio-analysis/0YrKSfpvflYnLSBd4Jtu6J,136900.0,4.0
2792,Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,5/3/2019,DEUM71900680,"2,790",26.6,"793,528,511","99,106","36,201,454",70.0,"318,332,999","2,522,360","191,871","22,545,934","140,058,016",195,46.0,"68,500",98,22.0,"48,891",11.0,"76,501,913","40,602",,"3,493,866",,0,60iSKGrGazRzICtMjADNSM,,60iSKGrGazRzICtMjADNSM,0.688,0.53,11.0,-5.507,1.0,0.0333,0.443,0.0,0.0995,0.162,106.958,audio_features,60iSKGrGazRzICtMjADNSM,spotify:track:60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/tracks/60iSKGrGazRzICtMjADNSM,https://api.spotify.com/v1/audio-analysis/60iSKGrGazRzICtMjADNSM,205687.0,4.0
2793,messy in heaven,messy in heaven,venbee,9/23/2022,GBARL2201891,"2,779",26.6,"120,785,398","45,503","9,878,550",59.0,"25,495,861","202,181","24,429","3,729,330","64,940,140","330,803",34.0,"62,413",231,17.0,"214,166",26.0,"836,667",276,"6,455,224","742,291",,0,5RobAV5ROH5KARimi7n3cO,,5RobAV5ROH5KARimi7n3cO,0.62,0.837,8.0,-4.356,0.0,0.13,0.128,0.000242,0.242,0.433,172.081,audio_features,5RobAV5ROH5KARimi7n3cO,spotify:track:5RobAV5ROH5KARimi7n3cO,https://api.spotify.com/v1/tracks/5RobAV5ROH5KARimi7n3cO,https://api.spotify.com/v1/audio-analysis/5RobAV5ROH5KARimi7n3cO,170438.0,4.0
